distance,label
21.70829334609241,green
100.56838469419701,green
95.65693911055277,red
125.09996003196804,blue
148.90013431827387,yellow
64.43795465407014,red
197.0970573093368,green
107.4767416700004,green
161.18700319814872,red
71.71122645722913,red
172.32527382830412,green
95.1892851112981,red
213.62116000059544,yellow
