distance,label
9.340770846134703,blue
11.10180165558726,blue
10.688779163215974,green
56.555282688710875,green
13.729530217745982,yellow
7.0,green
38.616706229299254,red
39.90613987846983,blue
41.188590653237945,red
45.01388674620311,green
10.51189802081432,green
49.78453575157651,yellow
20.615528128088304,red
29.449108645254444,red
25.004999500099974,red
