distance,label
38.616706229299254,blue
10.735455276791944,yellow
38.948684188300895,green
29.90401310861136,red
29.546573405388315,green
27.060118255469618,blue
43.502873468312416,blue
11.236102527122116,green
14.534441853748634,red
11.40175425099138,green
24.026027553467927,red
26.542418879973994,green
22.67156809750927,red
46.38156961552724,yellow
34.785054261852174,red
