distance,label
93.72432981888961,red
52.61653732430518,yellow
53.75872022286245,green
49.66135318333563,green
25.632011235952593,blue
70.7477914849644,green
17.00735135169495,blue
50.855186559484764,red
91.93068040648889,green
87.2252830319283,red
62.843058486996,red
43.292609068985435,red
138.26152754833862,yellow
